competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,hyperledger/besu,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:17.231371+00:00,0.00079975
gg24,dev,lambdaclass/lambda_ethereum_consensus,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:17.276225+00:00,0.00080025
gg24,dev,Consensys/teku,scaffold-eth/scaffold-eth-2,Consensys/teku,2025-10-22T10:31:17.602934+00:00,0.000799
gg24,meta,otterscan/otterscan,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:17.612083+00:00,0.00079675
gg24,ethereum-dev,lambdaclass/lambda_ethereum_consensus,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:17.668040+00:00,0.00092775
gg24,senior-dev,lambdaclass/lambda_ethereum_consensus,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:17.748418+00:00,0.00080025
gg24,senior-dev,hyperledger/besu,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:17.857594+00:00,0.00079975
gg24,dev,paradigmxyz/reth,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:17.877423+00:00,0.00093025
gg24,builder,l2beat/l2beat,argotorg/hevm,l2beat/l2beat,2025-10-22T10:31:17.885546+00:00,0.00105125
gg24,meta,hyperledger/besu,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:17.892079+00:00,0.000925
gg24,dev,argotorg/hevm,safe-global/safe-smart-account,safe-global/safe-smart-account,2025-10-22T10:31:18.064298+00:00,0.001051
gg24,builder,risc0/risc0-ethereum,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-22T10:31:18.107720+00:00,0.001184
gg24,ethereum-dev,argotorg/hevm,safe-global/safe-smart-account,safe-global/safe-smart-account,2025-10-22T10:31:18.115284+00:00,0.0010505
gg24,builder,lambdaclass/lambda_ethereum_consensus,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:18.175444+00:00,0.00079775
gg24,meta,risc0/risc0-ethereum,l2beat/l2beat,l2beat/l2beat,2025-10-22T10:31:18.183492+00:00,0.000927
gg24,dev,skalenetwork/libBLS,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:18.197752+00:00,0.0010645
gg24,builder,skalenetwork/libBLS,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:18.220345+00:00,0.000934
gg24,dev,risc0/risc0-ethereum,l2beat/l2beat,l2beat/l2beat,2025-10-22T10:31:18.244956+00:00,0.00080175
gg24,senior-dev,risc0/risc0-ethereum,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-22T10:31:18.284144+00:00,0.0011865
gg24,meta,argotorg/hevm,safe-global/safe-smart-account,safe-global/safe-smart-account,2025-10-22T10:31:18.380279+00:00,0.00104825
gg24,meta,wevm/viem,grandinetech/grandine,wevm/viem,2025-10-22T10:31:18.383398+00:00,0.000919
gg24,senior-dev,skalenetwork/libBLS,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:18.517878+00:00,0.0008085
gg24,ethereum-dev,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:18.567254+00:00,0.001064
gg24,dev,risc0/risc0-ethereum,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-22T10:31:18.577235+00:00,0.0009305
gg24,senior-dev,argotorg/hevm,safe-global/safe-smart-account,safe-global/safe-smart-account,2025-10-22T10:31:18.646428+00:00,0.001051
gg24,meta,ethstaker/ethstaker-deposit-cli,ethereum/py_ecc,ethereum/py_ecc,2025-10-22T10:31:18.680212+00:00,0.0011805
gg24,ethereum-dev,wevm/viem,grandinetech/grandine,wevm/viem,2025-10-22T10:31:18.711696+00:00,0.00104925
gg24,ethereum-dev,hyperledger/besu,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:18.717332+00:00,0.00092725
gg24,builder,otterscan/otterscan,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:18.734471+00:00,0.001053
gg24,ethereum-dev,paradigmxyz/reth,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:18.837008+00:00,0.00092975
gg24,founder,ethstaker/ethstaker-deposit-cli,ethereum/py_ecc,ethereum/py_ecc,2025-10-22T10:31:18.865684+00:00,0.00118275
gg24,senior-dev,l2beat/l2beat,argotorg/hevm,l2beat/l2beat,2025-10-22T10:31:19.159931+00:00,0.00105375
gg24,builder,risc0/risc0-ethereum,l2beat/l2beat,l2beat/l2beat,2025-10-22T10:31:19.200518+00:00,0.00105525
gg24,meta,l2beat/l2beat,argotorg/hevm,l2beat/l2beat,2025-10-22T10:31:19.499547+00:00,0.001307
gg24,builder,argotorg/hevm,safe-global/safe-smart-account,safe-global/safe-smart-account,2025-10-22T10:31:19.757576+00:00,0.0011765
gg24,ethereum-dev,ethstaker/ethstaker-deposit-cli,ethereum/py_ecc,ethereum/py_ecc,2025-10-22T10:31:19.938134+00:00,0.00092675
gg24,founder,l2beat/l2beat,argotorg/hevm,l2beat/l2beat,2025-10-22T10:31:20.018420+00:00,0.00105325
gg24,meta,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:20.179511+00:00,0.00118975
gg24,meta,risc0/risc0-ethereum,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-22T10:31:20.291593+00:00,0.00118375
gg24,founder,NomicFoundation/hardhat,vyperlang/vyper,NomicFoundation/hardhat,2025-10-22T10:31:20.329349+00:00,0.00118075
gg24,founder,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:20.366387+00:00,0.001064
gg24,builder,hyperledger/besu,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:20.371604+00:00,0.00118125
gg24,ethereum-dev,ApeWorX/ape,EspressoSystems/jellyfish,ApeWorX/ape,2025-10-22T10:31:20.416061+00:00,0.0010525
gg24,senior-dev,ethstaker/ethstaker-deposit-cli,ethereum/py_ecc,ethereum/py_ecc,2025-10-22T10:31:20.437444+00:00,0.00118325
gg24,ethereum-dev,skalenetwork/libBLS,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:20.452421+00:00,0.001192
gg24,builder,Consensys/teku,scaffold-eth/scaffold-eth-2,Consensys/teku,2025-10-22T10:31:20.464116+00:00,0.0011805
gg24,ethereum-dev,risc0/risc0-ethereum,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-22T10:31:20.555980+00:00,0.001314
gg24,founder,grandinetech/grandine,EspressoSystems/jellyfish,grandinetech/grandine,2025-10-22T10:31:20.571402+00:00,0.001180
gg24,ethereum-dev,grandinetech/grandine,EspressoSystems/jellyfish,grandinetech/grandine,2025-10-22T10:31:20.588191+00:00,0.001052
gg24,builder,ApeWorX/ape,EspressoSystems/jellyfish,ApeWorX/ape,2025-10-22T10:31:20.601783+00:00,0.0013045
gg24,founder,wevm/viem,grandinetech/grandine,wevm/viem,2025-10-22T10:31:20.783075+00:00,0.00143325
gg24,senior-dev,risc0/risc0-ethereum,l2beat/l2beat,l2beat/l2beat,2025-10-22T10:31:20.864847+00:00,0.00131375
gg24,ethereum-dev,Consensys/teku,scaffold-eth/scaffold-eth-2,Consensys/teku,2025-10-22T10:31:20.870440+00:00,0.0013105
gg24,meta,ApeWorX/ape,EspressoSystems/jellyfish,ApeWorX/ape,2025-10-22T10:31:21.029305+00:00,0.00130425
gg24,ethereum-dev,NethermindEth/juno,smartcontracts/simple-optimism-node,NethermindEth/juno,2025-10-22T10:31:21.126405+00:00,0.0014355
gg24,senior-dev,NomicFoundation/hardhat,vyperlang/vyper,NomicFoundation/hardhat,2025-10-22T10:31:21.227880+00:00,0.00118125
gg24,founder,argotorg/hevm,safe-global/safe-smart-account,safe-global/safe-smart-account,2025-10-22T10:31:21.346004+00:00,0.0015625
gg24,founder,Consensys/teku,scaffold-eth/scaffold-eth-2,Consensys/teku,2025-10-22T10:31:21.392598+00:00,0.0014385
gg24,dev,ApeWorX/ape,EspressoSystems/jellyfish,ApeWorX/ape,2025-10-22T10:31:21.522581+00:00,0.001307
gg24,builder,wevm/viem,grandinetech/grandine,wevm/viem,2025-10-22T10:31:21.711405+00:00,0.00117525
gg24,ethereum-dev,risc0/risc0-ethereum,l2beat/l2beat,l2beat/l2beat,2025-10-22T10:31:21.963479+00:00,0.00156925
gg24,meta,Consensys/teku,scaffold-eth/scaffold-eth-2,Consensys/teku,2025-10-22T10:31:22.293038+00:00,0.00143625
gg24,builder,ethstaker/ethstaker-deposit-cli,ethereum/py_ecc,ethereum/py_ecc,2025-10-22T10:31:22.319237+00:00,0.00105275
gg24,meta,paradigmxyz/reth,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:22.336315+00:00,0.0007995
gg24,dev,l2beat/l2beat,argotorg/hevm,l2beat/l2beat,2025-10-22T10:31:22.354931+00:00,0.00143775
gg24,founder,paradigmxyz/reth,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:22.559246+00:00,0.00118575
gg24,builder,Cyfrin/aderyn,argotorg/sourcify,argotorg/sourcify,2025-10-22T10:31:22.772597+00:00,0.0007945
gg24,dev,NethermindEth/juno,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-22T10:31:22.887257+00:00,0.001436
gg24,meta,grandinetech/grandine,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-22T10:31:23.050945+00:00,0.00156175
gg24,senior-dev,NethermindEth/juno,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-22T10:31:23.409026+00:00,0.001180
gg24,meta,NethermindEth/juno,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-22T10:31:23.456153+00:00,0.00181725
gg24,meta,lambdaclass/lambda_ethereum_consensus,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:23.507579+00:00,0.0016935
gg24,senior-dev,paradigmxyz/reth,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:23.524224+00:00,0.00118625
gg24,builder,ethereum/py_ecc,erigontech/erigon,erigontech/erigon,2025-10-22T10:31:23.550275+00:00,0.00092225
gg24,founder,NethermindEth/juno,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-22T10:31:23.554519+00:00,0.0015635
gg24,founder,dl-solarity/solidity-lib,ethereum-lists/chains,ethereum-lists/chains,2025-10-22T10:31:23.730125+00:00,0.00066625
gg24,senior-dev,ApeWorX/ape,EspressoSystems/jellyfish,ApeWorX/ape,2025-10-22T10:31:23.802720+00:00,0.001565
gg24,meta,Cyfrin/aderyn,argotorg/sourcify,argotorg/sourcify,2025-10-22T10:31:24.286493+00:00,0.00079425
gg24,founder,Cyfrin/aderyn,argotorg/sourcify,argotorg/sourcify,2025-10-22T10:31:24.329871+00:00,0.0010525
gg24,builder,NethermindEth/juno,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-22T10:31:24.338294+00:00,0.0020735
gg24,meta,skalenetwork/libBLS,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:24.343260+00:00,0.00195775
gg24,senior-dev,Cyfrin/aderyn,argotorg/sourcify,argotorg/sourcify,2025-10-22T10:31:24.414542+00:00,0.000669
gg24,senior-dev,scaffold-eth/scaffold-eth-2,Plonky3/Plonky3,scaffold-eth/scaffold-eth-2,2025-10-22T10:31:24.456595+00:00,0.001057
gg24,senior-dev,dl-solarity/solidity-lib,ethereum-lists/chains,ethereum-lists/chains,2025-10-22T10:31:24.509112+00:00,0.00066675
gg24,builder,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,OpenZeppelin/openzeppelin-contracts,2025-10-22T10:31:24.593742+00:00,0.001702
gg24,senior-dev,grandinetech/grandine,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-22T10:31:24.632997+00:00,0.0020765
gg24,builder,dl-solarity/solidity-lib,ethereum-lists/chains,ethereum-lists/chains,2025-10-22T10:31:24.793459+00:00,0.00079225
gg24,builder,paradigmxyz/reth,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:24.887723+00:00,0.00143975
gg24,ethereum-dev,l2beat/l2beat,argotorg/hevm,argotorg/hevm,2025-10-22T10:31:25.133612+00:00,0.00194925
gg24,meta,dl-solarity/solidity-lib,ethereum-lists/chains,ethereum-lists/chains,2025-10-22T10:31:25.221438+00:00,0.001048
gg24,senior-dev,wevm/viem,grandinetech/grandine,wevm/viem,2025-10-22T10:31:25.235451+00:00,0.00207375
gg24,founder,ethereum/execution-apis,dl-solarity/solidity-lib,ethereum/execution-apis,2025-10-22T10:31:25.310647+00:00,0.00066725
gg24,ethereum-dev,ethereum/py_ecc,ethereum/go-ethereum,ethereum/go-ethereum,2025-10-22T10:31:25.391909+00:00,0.000667
gg24,founder,ApeWorX/ape,EspressoSystems/jellyfish,ApeWorX/ape,2025-10-22T10:31:25.669134+00:00,0.0022045
gg24,meta,scaffold-eth/scaffold-eth-2,Plonky3/Plonky3,scaffold-eth/scaffold-eth-2,2025-10-22T10:31:25.729633+00:00,0.00105425
gg24,founder,ethereum/py_ecc,ethereum/go-ethereum,ethereum/go-ethereum,2025-10-22T10:31:25.843405+00:00,0.000667
gg24,ethereum-dev,scaffold-eth/scaffold-eth-2,Plonky3/Plonky3,scaffold-eth/scaffold-eth-2,2025-10-22T10:31:25.862629+00:00,0.0011845
gg24,meta,ethereum/py_ecc,erigontech/erigon,erigontech/erigon,2025-10-22T10:31:25.890441+00:00,0.001306
gg24,builder,ethereum/web3.py,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:26.035867+00:00,0.00092525
gg24,builder,ethereum/execution-apis,dl-solarity/solidity-lib,ethereum/execution-apis,2025-10-22T10:31:26.093460+00:00,0.00079325
gg24,ethereum-dev,otterscan/otterscan,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:26.207587+00:00,0.001567
gg24,founder,ethereum/web3.py,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:26.261187+00:00,0.00118325
gg24,ethereum-dev,dl-solarity/solidity-lib,ethereum-lists/chains,ethereum-lists/chains,2025-10-22T10:31:26.296015+00:00,0.00105025
gg24,ethereum-dev,ethereum/py_ecc,erigontech/erigon,erigontech/erigon,2025-10-22T10:31:26.517600+00:00,0.00130825
gg24,dev,ethereum/py_ecc,ethereum/go-ethereum,ethereum/go-ethereum,2025-10-22T10:31:26.604880+00:00,0.0007955
gg24,ethereum-dev,Cyfrin/aderyn,argotorg/sourcify,argotorg/sourcify,2025-10-22T10:31:26.695758+00:00,0.0009245
gg24,builder,ethereum/py_ecc,ethereum/go-ethereum,ethereum/go-ethereum,2025-10-22T10:31:26.801519+00:00,0.000793
gg24,founder,ethereum/py_ecc,erigontech/erigon,erigontech/erigon,2025-10-22T10:31:26.977462+00:00,0.00143625
gg24,founder,scaffold-eth/scaffold-eth-2,Plonky3/Plonky3,scaffold-eth/scaffold-eth-2,2025-10-22T10:31:27.091562+00:00,0.0013125
gg24,builder,grandinetech/grandine,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-22T10:31:27.154460+00:00,0.002202
gg24,senior-dev,ethereum/py_ecc,ethereum/go-ethereum,ethereum/go-ethereum,2025-10-22T10:31:27.421741+00:00,0.0009235
gg24,ethereum-dev,powdr-labs/powdr,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:27.561925+00:00,0.00054275
gg24,senior-dev,ethereum/execution-apis,dl-solarity/solidity-lib,ethereum/execution-apis,2025-10-22T10:31:27.569266+00:00,0.00092375
gg24,ethereum-dev,Cyfrin/aderyn,lambdaclass/lambda_ethereum_consensus,Cyfrin/aderyn,2025-10-22T10:31:27.623907+00:00,0.001185
gg24,dev,grandinetech/grandine,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-22T10:31:27.763881+00:00,0.0015645
gg24,meta,arkworks-rs/algebra,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:28.251505+00:00,0.0009215
gg24,dev,ethereum/web3.py,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:28.329316+00:00,0.00143975
gg24,dev,LFDT-web3j/web3j,libp2p/libp2p,libp2p/libp2p,2025-10-22T10:31:28.590943+00:00,0.00131375
gg24,meta,Cyfrin/aderyn,lambdaclass/lambda_ethereum_consensus,Cyfrin/aderyn,2025-10-22T10:31:28.624411+00:00,0.00131075
gg24,meta,ethereum/execution-apis,dl-solarity/solidity-lib,ethereum/execution-apis,2025-10-22T10:31:28.679437+00:00,0.000793
gg24,founder,Cyfrin/aderyn,lambdaclass/lambda_ethereum_consensus,Cyfrin/aderyn,2025-10-22T10:31:28.775480+00:00,0.001313
gg24,ethereum-dev,LFDT-web3j/web3j,libp2p/libp2p,libp2p/libp2p,2025-10-22T10:31:28.780416+00:00,0.00131325
gg24,meta,ethereum/py_ecc,ethereum/go-ethereum,ethereum/go-ethereum,2025-10-22T10:31:28.811352+00:00,0.00092075
gg24,senior-dev,ethereum/py_ecc,erigontech/erigon,erigontech/erigon,2025-10-22T10:31:28.929989+00:00,0.00092475
gg24,ethereum-dev,Plonky3/Plonky3,a16z/halmos,Plonky3/Plonky3,2025-10-22T10:31:28.956611+00:00,0.00143675
gg24,founder,arkworks-rs/algebra,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:29.006490+00:00,0.00117975
gg24,dev,otterscan/otterscan,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:29.073427+00:00,0.0015675
gg24,dev,scaffold-eth/scaffold-eth-2,Plonky3/Plonky3,scaffold-eth/scaffold-eth-2,2025-10-22T10:31:29.092418+00:00,0.001313
gg24,founder,edb-rs/edb,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-22T10:31:29.099687+00:00,0.000807
gg24,senior-dev,Plonky3/Plonky3,a16z/halmos,Plonky3/Plonky3,2025-10-22T10:31:29.114542+00:00,0.00118125
gg24,dev,ethereum/execution-apis,dl-solarity/solidity-lib,ethereum/execution-apis,2025-10-22T10:31:29.146341+00:00,0.00105175
gg24,builder,LFDT-web3j/web3j,libp2p/libp2p,libp2p/libp2p,2025-10-22T10:31:29.185252+00:00,0.00143925
gg24,builder,Nethereum/Nethereum,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-22T10:31:29.340899+00:00,0.0009195
gg24,meta,Plonky3/Plonky3,a16z/halmos,Plonky3/Plonky3,2025-10-22T10:31:29.357604+00:00,0.0015605
gg24,senior-dev,Nethereum/Nethereum,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-22T10:31:29.373836+00:00,0.001050
gg24,ethereum-dev,ethereum/execution-apis,dl-solarity/solidity-lib,ethereum/execution-apis,2025-10-22T10:31:29.522581+00:00,0.00117925
gg24,ethereum-dev,NomicFoundation/hardhat,vyperlang/vyper,NomicFoundation/hardhat,2025-10-22T10:31:29.671327+00:00,0.00233275
gg24,dev,powdr-labs/powdr,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:29.754717+00:00,0.00054325
gg24,founder,LFDT-web3j/web3j,libp2p/libp2p,libp2p/libp2p,2025-10-22T10:31:29.916976+00:00,0.00118525
gg24,builder,Plonky3/Plonky3,a16z/halmos,Plonky3/Plonky3,2025-10-22T10:31:29.950474+00:00,0.00156275
gg24,dev,Cyfrin/aderyn,lambdaclass/lambda_ethereum_consensus,Cyfrin/aderyn,2025-10-22T10:31:30.141926+00:00,0.0015695
gg24,meta,ChainSafe/lodestar,shazow/whatsabi,ChainSafe/lodestar,2025-10-22T10:31:30.243047+00:00,0.0006695
gg24,builder,powdr-labs/powdr,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:30.292566+00:00,0.00092475
gg24,founder,Nethereum/Nethereum,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-22T10:31:30.363413+00:00,0.0010495
gg24,dev,dl-solarity/solidity-lib,ethereum-lists/chains,ethereum-lists/chains,2025-10-22T10:31:30.410107+00:00,0.00092275
gg24,builder,arkworks-rs/algebra,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:30.441831+00:00,0.00156175
gg24,founder,ChainSafe/lodestar,shazow/whatsabi,ChainSafe/lodestar,2025-10-22T10:31:30.695846+00:00,0.00079975
gg24,builder,ChainSafe/lodestar,shazow/whatsabi,ChainSafe/lodestar,2025-10-22T10:31:30.732603+00:00,0.00079775
gg24,ethereum-dev,argotorg/hevm,argotorg/solidity,argotorg/solidity,2025-10-22T10:31:30.929167+00:00,0.00092275
gg24,builder,Cyfrin/aderyn,lambdaclass/lambda_ethereum_consensus,Cyfrin/aderyn,2025-10-22T10:31:30.950486+00:00,0.001695
gg24,meta,edb-rs/edb,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-22T10:31:31.083016+00:00,0.00106075
gg24,meta,Nethereum/Nethereum,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-22T10:31:31.145561+00:00,0.00117525
gg24,meta,powdr-labs/powdr,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:31.264932+00:00,0.0010525
gg24,ethereum-dev,ChainSafe/lodestar,shazow/whatsabi,ChainSafe/lodestar,2025-10-22T10:31:31.332650+00:00,0.00079975
gg24,senior-dev,Cyfrin/aderyn,lambdaclass/lambda_ethereum_consensus,Cyfrin/aderyn,2025-10-22T10:31:31.362674+00:00,0.0015695
gg24,meta,argotorg/hevm,argotorg/solidity,argotorg/solidity,2025-10-22T10:31:31.649431+00:00,0.0006645
gg24,meta,edb-rs/edb,succinctlabs/sp1,succinctlabs/sp1,2025-10-22T10:31:31.660613+00:00,0.000797
gg24,builder,argotorg/hevm,argotorg/solidity,argotorg/solidity,2025-10-22T10:31:31.814927+00:00,0.00066475
gg24,dev,Plonky3/Plonky3,a16z/halmos,Plonky3/Plonky3,2025-10-22T10:31:32.364326+00:00,0.00143725
gg24,ethereum-dev,ethereum/web3.py,remix-project-org/remix-project,remix-project-org/remix-project,2025-10-22T10:31:32.393287+00:00,0.00169525
gg24,senior-dev,arkworks-rs/algebra,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:32.399896+00:00,0.00169225
gg24,dev,ethereum/py_ecc,erigontech/erigon,erigontech/erigon,2025-10-22T10:31:32.479699+00:00,0.00169275
gg24,senior-dev,powdr-labs/powdr,NethermindEth/nethermind,NethermindEth/nethermind,2025-10-22T10:31:32.487975+00:00,0.00105525
gg24,dev,edb-rs/edb,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-22T10:31:32.610297+00:00,0.0009355
gg24,builder,arkworks-rs/algebra,LFDT-web3j/web3j,arkworks-rs/algebra,2025-10-22T10:31:32.627339+00:00,0.001181
gg24,builder,scaffold-eth/scaffold-eth-2,Plonky3/Plonky3,scaffold-eth/scaffold-eth-2,2025-10-22T10:31:32.739351+00:00,0.0014385
gg24,dev,arkworks-rs/algebra,OffchainLabs/prysm,OffchainLabs/prysm,2025-10-22T10:31:32.914083+00:00,0.00143625
gg24,founder,Consensys/teku,argotorg/sourcify,Consensys/teku,2025-10-22T10:31:32.919522+00:00,0.00092425
gg24,meta,Consensys/teku,argotorg/sourcify,Consensys/teku,2025-10-22T10:31:33.085285+00:00,0.001050
gg24,dev,edb-rs/edb,succinctlabs/sp1,succinctlabs/sp1,2025-10-22T10:31:33.100304+00:00,0.00092775
gg24,senior-dev,Consensys/teku,argotorg/sourcify,Consensys/teku,2025-10-22T10:31:33.478643+00:00,0.00092475
gg24,founder,argotorg/hevm,argotorg/solidity,argotorg/solidity,2025-10-22T10:31:33.496967+00:00,0.00117875
gg24,founder,Plonky3/Plonky3,a16z/halmos,Plonky3/Plonky3,2025-10-22T10:31:33.543237+00:00,0.00143675
gg24,meta,LFDT-web3j/web3j,libp2p/libp2p,libp2p/libp2p,2025-10-22T10:31:33.611576+00:00,0.001951
gg24,ethereum-dev,remix-project-org/remix-project,blockscout/blockscout,remix-project-org/remix-project,2025-10-22T10:31:33.647283+00:00,0.0009305
gg24,senior-dev,arkworks-rs/algebra,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-22T10:31:33.754665+00:00,0.0016955
gg24,dev,Consensys/teku,argotorg/sourcify,Consensys/teku,2025-10-22T10:31:33.816818+00:00,0.00118075
gg24,meta,remix-project-org/remix-project,blockscout/blockscout,remix-project-org/remix-project,2025-10-22T10:31:33.859179+00:00,0.00092825
gg24,senior-dev,argotorg/hevm,argotorg/solidity,argotorg/solidity,2025-10-22T10:31:33.912670+00:00,0.00105125
gg24,dev,Cyfrin/aderyn,argotorg/sourcify,argotorg/sourcify,2025-10-22T10:31:33.959651+00:00,0.001053
gg24,ethereum-dev,edb-rs/edb,succinctlabs/sp1,succinctlabs/sp1,2025-10-22T10:31:34.054286+00:00,0.00131125
gg24,dev,ChainSafe/lodestar,shazow/whatsabi,ChainSafe/lodestar,2025-10-22T10:31:34.147694+00:00,0.00092825
gg24,builder,ethereum/go-ethereum,arkworks-rs/algebra,ethereum/go-ethereum,2025-10-22T10:31:34.183515+00:00,0.00066475
gg24,senior-dev,ChainSafe/lodestar,shazow/whatsabi,ChainSafe/lodestar,2025-10-22T10:31:34.375373+00:00,0.00131225
