competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,ephemery-testnet/ephemery-genesis,flashbots/rbuilder,flashbots/rbuilder,2025-10-21T15:38:59.940335+00:00,0.001580
gg24,dev,0xPolygonHermez/zisk-eth-client,Blobscan/blobscan,Blobscan/blobscan,2025-10-21T15:39:00.018661+00:00,0.0015765
gg24,dev,attestantio/vouch,BootNodeDev/intents-framework,attestantio/vouch,2025-10-21T15:39:00.134099+00:00,0.001319
gg24,dev,EspressoSystems/jellyfish,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T15:39:00.192606+00:00,0.001578
gg24,dev,keep-starknet-strange/garaga,ProjectZKM/Ziren,keep-starknet-strange/garaga,2025-10-21T15:39:00.238403+00:00,0.001458
gg24,dev,aestus-relay/mev-boost-relay,ChaosChain/trustless-agents-erc-ri,aestus-relay/mev-boost-relay,2025-10-21T15:39:00.369994+00:00,0.00120275
gg24,dev,flashbots/relay-specs,valida-xyz/valida,flashbots/relay-specs,2025-10-21T15:39:00.394852+00:00,0.0014505
gg24,dev,attestantio/vouch,l2beat/l2beat,l2beat/l2beat,2025-10-21T15:39:00.446859+00:00,0.00132075
gg24,dev,anoma/arm-risc0,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T15:39:00.544491+00:00,0.00183275
gg24,dev,DefiLlama/DefiLlama-Adapters,kamikazebr/owner-sync-safe,DefiLlama/DefiLlama-Adapters,2025-10-21T15:39:00.568600+00:00,0.00144825
gg24,dev,DexKit/dexkit-monorepo,flashbots/mev-boost-relay,flashbots/mev-boost-relay,2025-10-21T15:39:00.588465+00:00,0.00158025
gg24,dev,holiman/goevmlab,OffchainLabs/stylus-sdk-rs,OffchainLabs/stylus-sdk-rs,2025-10-21T15:39:00.627627+00:00,0.00157725
gg24,dev,paulmillr/noble-curves,Plonky3/Plonky3,paulmillr/noble-curves,2025-10-21T15:39:00.659861+00:00,0.00132625
gg24,dev,NethermindEth/sedge,Verified-zkEVM/ArkLib,NethermindEth/sedge,2025-10-21T15:39:00.809520+00:00,0.00196325
gg24,dev,beaconlabs-io/muse,rollup-fortress/uncensored,rollup-fortress/uncensored,2025-10-21T15:39:00.934757+00:00,0.00119675
gg24,dev,EOA-Blockchain-Labs/ethereumonarm,TrueBlocks/trueblocks-core,TrueBlocks/trueblocks-core,2025-10-21T15:39:00.981664+00:00,0.00183675
gg24,dev,simplito/elliptic-php,TaceoLabs/co-snarks,simplito/elliptic-php,2025-10-21T15:39:01.034456+00:00,0.001586
gg24,dev,ReamLabs/ream,succinctlabs/rsp,succinctlabs/rsp,2025-10-21T15:39:01.194357+00:00,0.000938
gg24,dev,TobiWo/eth-duties,Vectorized/solady,Vectorized/solady,2025-10-21T15:39:01.221846+00:00,0.000552
gg24,dev,EspressoSystems/jellyfish,succinctlabs/sp1,EspressoSystems/jellyfish,2025-10-21T15:39:01.275386+00:00,0.00132525
gg24,dev,beaconlabs-io/muse,protofire/solhint,protofire/solhint,2025-10-21T15:39:01.298596+00:00,0.00055575
gg24,dev,growthepie/gtp-backend,keep-starknet-strange/poseidon-rs,keep-starknet-strange/poseidon-rs,2025-10-21T15:39:01.390800+00:00,0.00158225
gg24,dev,herumi/mcl,Layr-Labs/devkit-cli,herumi/mcl,2025-10-21T15:39:01.710816+00:00,0.00196275
gg24,dev,han0110/hash-sig-agg,succinctlabs/rsp,succinctlabs/rsp,2025-10-21T15:39:01.962223+00:00,0.00119375
gg24,dev,dappnode/DAppNode,qdrvm/qlean-mini,dappnode/DAppNode,2025-10-21T15:39:02.095685+00:00,0.00093625
gg24,dev,axiom-crypto/snark-verifier,corpus-core/colibri-stateless,axiom-crypto/snark-verifier,2025-10-21T15:39:02.220982+00:00,0.00170425
gg24,dev,EOA-Blockchain-Labs/ethereumonarm,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T15:39:02.248901+00:00,0.00235175
gg24,dev,lambdaclass/ethrex,wighawag/clones-with-immutable-args,wighawag/clones-with-immutable-args,2025-10-21T15:39:02.376060+00:00,0.00196475
gg24,dev,growthepie/gtp-dna,serenita-org/vero,serenita-org/vero,2025-10-21T15:39:02.661741+00:00,0.000812
gg24,dev,ChaosChain/trustless-agents-erc-ri,ethaccount/SAManager,ChaosChain/trustless-agents-erc-ri,2025-10-21T15:39:02.723150+00:00,0.0006865
gg24,dev,ethereum-attestation-service/eas-contracts,ethgas-developer/ethgas-preconf-commit-boost-module,ethereum-attestation-service/eas-contracts,2025-10-21T15:39:02.906399+00:00,0.000817
gg24,dev,ethui/ethui,lambdaclass/ethrex,lambdaclass/ethrex,2025-10-21T15:39:03.319066+00:00,0.000938
gg24,dev,wealdtech/ethereal,witnet/elliptic-curve-solidity,wealdtech/ethereal,2025-10-21T15:39:03.370491+00:00,0.00196075
gg24,dev,blockblaz/zeam,l2beat/l2beat,l2beat/l2beat,2025-10-21T15:39:03.396896+00:00,0.001707
gg24,dev,taikoxyz/taiko-mono,valida-xyz/valida,taikoxyz/taiko-mono,2025-10-21T15:39:03.504885+00:00,0.00132625
gg24,dev,han0110/plonkish,ritual-net/infernet-node,han0110/plonkish,2025-10-21T15:39:03.727141+00:00,0.000809
gg24,dev,attestantio/dirk,ithacaxyz/relay,attestantio/dirk,2025-10-21T15:39:03.974057+00:00,0.0011915
gg24,dev,Certora/CertoraProver,simplito/elliptic-php,Certora/CertoraProver,2025-10-21T15:39:04.068156+00:00,0.0009505
gg24,dev,HorizenOfficial/ginger-lib,ithacaxyz/relay,HorizenOfficial/ginger-lib,2025-10-21T15:39:04.320797+00:00,0.0013245
gg24,dev,DefiLlama/DefiLlama-Adapters,libp2p/libp2p,libp2p/libp2p,2025-10-21T15:39:04.342442+00:00,0.00094125
gg24,dev,NethermindEth/latticefold,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T15:39:04.350362+00:00,0.00081025
gg24,dev,han0110/hash-sig-agg,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-21T15:39:05.154891+00:00,0.001077
gg24,dev,growthepie/gtp-dna,lighthouse-web3/lighthouse-package,lighthouse-web3/lighthouse-package,2025-10-21T15:39:05.374702+00:00,0.00132275
gg24,dev,holiman/goevmlab,ponkila/HomestakerOS,holiman/goevmlab,2025-10-21T15:39:05.657107+00:00,0.0008095
gg24,dev,intellij-solidity/intellij-solidity,risc0/zirgen,intellij-solidity/intellij-solidity,2025-10-21T15:39:05.761590+00:00,0.0009375
gg24,dev,attestantio/dirk,open-rpc/client-js,open-rpc/client-js,2025-10-21T15:39:05.776319+00:00,0.001318
gg24,dev,ithacaxyz/relay,swiss-knife-xyz/swiss-knife,swiss-knife-xyz/swiss-knife,2025-10-21T15:39:05.796112+00:00,0.0009405
gg24,dev,CryptoExperts/poseidon,PolyhedraZK/Expander,CryptoExperts/poseidon,2025-10-21T15:39:05.822436+00:00,0.0011925
gg24,dev,han0110/hash-sig-agg,Verified-zkEVM/clean,Verified-zkEVM/clean,2025-10-21T15:39:06.084245+00:00,0.001063
gg24,dev,ethlimo/dweb-proxy-api,verifereum/verifereum,verifereum/verifereum,2025-10-21T15:39:06.124518+00:00,0.0011945
gg24,dev,DefiLlama/chainlist,Verified-zkEVM/ArkLib,DefiLlama/chainlist,2025-10-21T15:39:06.379079+00:00,0.00093625
gg24,dev,dappnode/DAppNode,ephemery-testnet/ephemery-genesis,dappnode/DAppNode,2025-10-21T15:39:06.415481+00:00,0.00080875
gg24,dev,axiom-crypto/openvm-reth-benchmark,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-21T15:39:06.533066+00:00,0.000810
gg24,dev,arkworks-rs/r1cs-std,lambdaclass/lambdaworks,arkworks-rs/r1cs-std,2025-10-21T15:39:06.652912+00:00,0.001461
gg24,dev,0xPolygonHermez/zisk,evmts/tevm-monorepo,evmts/tevm-monorepo,2025-10-21T15:39:06.727293+00:00,0.00081025
gg24,dev,0xPolygonHermez/pil2-proofman,serenita-org/vero,serenita-org/vero,2025-10-21T15:39:06.823179+00:00,0.0014525
gg24,dev,0xMiden/miden-vm,corpus-core/colibri-stateless,0xMiden/miden-vm,2025-10-21T15:39:06.830526+00:00,0.00093825
gg24,dev,joshstevens19/rrelayer,simplito/elliptic-php,simplito/elliptic-php,2025-10-21T15:39:06.846524+00:00,0.00171475
gg24,dev,ethereum/py_ecc,intellij-solidity/intellij-solidity,ethereum/py_ecc,2025-10-21T15:39:06.935283+00:00,0.00132325
gg24,dev,Lay3rLabs/WAVS,Plonky3/Plonky3,Plonky3/Plonky3,2025-10-21T15:39:07.144237+00:00,0.00132325
gg24,dev,intellij-solidity/intellij-solidity,openintentsframework/oif-solver,intellij-solidity/intellij-solidity,2025-10-21T15:39:07.282953+00:00,0.00055725
gg24,dev,ChainSafe/bls,NethermindEth/nine,ChainSafe/bls,2025-10-21T15:39:07.386880+00:00,0.00093725
gg24,dev,Blobscan/blobscan,jolly-roger-eth/ethereum-indexer,jolly-roger-eth/ethereum-indexer,2025-10-21T15:39:07.419868+00:00,0.00158025
gg24,dev,ProjectZKM/zkm-prover,supranational/blst,supranational/blst,2025-10-21T15:39:07.426196+00:00,0.00080925
gg24,dev,ChainSafe/bls,stake-house/eth-wizard,ChainSafe/bls,2025-10-21T15:39:07.444577+00:00,0.00093575
gg24,dev,keep-starknet-strange/poseidon-rs,PracticalParticle/Bloxchain-Protocol,keep-starknet-strange/poseidon-rs,2025-10-21T15:39:07.528666+00:00,0.001077
gg24,dev,ithacaxyz/relay,jolly-roger-eth/ethereum-indexer,jolly-roger-eth/ethereum-indexer,2025-10-21T15:39:07.535473+00:00,0.00145375
gg24,dev,protofire/solhint,triplewz/poseidon,protofire/solhint,2025-10-21T15:39:07.550580+00:00,0.00093825
gg24,dev,Layr-Labs/devkit-cli,lighthouse-web3/lighthouse-package,lighthouse-web3/lighthouse-package,2025-10-21T15:39:07.589570+00:00,0.00158125
gg24,dev,protofire/solhint,taikoxyz/taiko-mono,protofire/solhint,2025-10-21T15:39:07.618332+00:00,0.0015815
gg24,dev,q9f/eth.rb,TrueBlocks/trueblocks-core,TrueBlocks/trueblocks-core,2025-10-21T15:39:07.692333+00:00,0.001194
gg24,dev,iden3/circomlib,Verified-zkEVM/clean,iden3/circomlib,2025-10-21T15:39:07.796257+00:00,0.00157575
gg24,dev,flashbots/mev-boost-relay,smartcontracts/simple-optimism-node,flashbots/mev-boost-relay,2025-10-21T15:39:07.884604+00:00,0.0005565
gg24,dev,Layr-Labs/eigenx-cli,pcaversaccio/safe-tx-hashes-util,pcaversaccio/safe-tx-hashes-util,2025-10-21T15:39:08.098905+00:00,0.00107625
gg24,dev,coincashew/EthPillar,Layr-Labs/eigenx-cli,coincashew/EthPillar,2025-10-21T15:39:08.208801+00:00,0.0011985
gg24,dev,HorizenOfficial/ginger-lib,scipr-lab/libsnark,scipr-lab/libsnark,2025-10-21T15:39:08.219543+00:00,0.00106825
gg24,dev,attestantio/vouch,DefiLlama/DefiLlama-Adapters,DefiLlama/DefiLlama-Adapters,2025-10-21T15:39:08.260497+00:00,0.00093525
gg24,dev,Luganodes/Pectra-Batch-Contract,verifereum/verifereum,verifereum/verifereum,2025-10-21T15:39:08.371449+00:00,0.0009435
gg24,dev,Verified-zkEVM/iris-lean,3loop/loop-decoder,3loop/loop-decoder,2025-10-21T15:39:08.412825+00:00,0.00145325
gg24,dev,ethereum/py_ecc,witnet/elliptic-curve-solidity,ethereum/py_ecc,2025-10-21T15:39:08.469984+00:00,0.00145325
gg24,dev,growthepie/gtp-frontend,risc0/zirgen,risc0/zirgen,2025-10-21T15:39:08.532214+00:00,0.001449
gg24,dev,lurk-lab/neptune-triton,ProjectZKM/Ziren,ProjectZKM/Ziren,2025-10-21T15:39:08.575606+00:00,0.00119775
gg24,dev,EspressoSystems/hyperplonk,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-21T15:39:08.583637+00:00,0.001322
gg24,dev,flashbots/mev-boost-relay,ingonyama-zk/poseidon-hash,flashbots/mev-boost-relay,2025-10-21T15:39:08.603947+00:00,0.00081675
gg24,dev,flashbots/mev-boost-relay,gattaca-com/helix,flashbots/mev-boost-relay,2025-10-21T15:39:08.672024+00:00,0.00132125
gg24,dev,holiman/goevmlab,TrueBlocks/trueblocks-core,TrueBlocks/trueblocks-core,2025-10-21T15:39:08.691282+00:00,0.002471
gg24,dev,attestantio/vouch,tlsnotary/tlsn,attestantio/vouch,2025-10-21T15:39:08.774758+00:00,0.001318
gg24,dev,stake-house/wagyu-key-gen,tlsnotary/tlsn,stake-house/wagyu-key-gen,2025-10-21T15:39:08.839447+00:00,0.0010625
gg24,dev,dappnode/DAppNode,shutter-network/rolling-shutter,dappnode/DAppNode,2025-10-21T15:39:08.845695+00:00,0.000938
gg24,dev,ethereum/py_ecc,shutter-network/rolling-shutter,ethereum/py_ecc,2025-10-21T15:39:08.917434+00:00,0.00119625
gg24,dev,dewdrip/eth-mobile,open-rpc/client-js,open-rpc/client-js,2025-10-21T15:39:09.039464+00:00,0.001319
gg24,dev,DefiLlama/chainlist,dl-solarity/solidity-lib,DefiLlama/chainlist,2025-10-21T15:39:09.089156+00:00,0.00106325
gg24,dev,axiom-crypto/snark-verifier,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T15:39:09.161637+00:00,0.00132125
gg24,dev,deficollective/defiscan,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T15:39:09.238593+00:00,0.000939
gg24,dev,ithacaxyz/porto,taikoxyz/raiko,taikoxyz/raiko,2025-10-21T15:39:09.245507+00:00,0.0011985
gg24,dev,easpulse/easpulse.com,witnet/elliptic-curve-solidity,witnet/elliptic-curve-solidity,2025-10-21T15:39:09.298299+00:00,0.00107225
gg24,dev,BuidlGuidl/buidlguidl-client,ReamLabs/ream,ReamLabs/ream,2025-10-21T15:39:09.439214+00:00,0.00081025
gg24,dev,ithacaxyz/relay,ritual-net/infernet-node,ithacaxyz/relay,2025-10-21T15:39:09.462514+00:00,0.0010685
gg24,dev,brevis-network/Pico-zkCoprocessor,succinctlabs/network,succinctlabs/network,2025-10-21T15:39:09.664178+00:00,0.001071
gg24,dev,anoma/arm-risc0,supranational/blst,supranational/blst,2025-10-21T15:39:09.670529+00:00,0.001578
gg24,dev,iden3/snarkjs,Luganodes/Pectra-Batch-Contract,iden3/snarkjs,2025-10-21T15:39:09.676812+00:00,0.00132725
gg24,dev,a16z/halmos,flashbots/relay-specs,flashbots/relay-specs,2025-10-21T15:39:09.751200+00:00,0.0015755
gg24,dev,holiman/goevmlab,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-21T15:39:09.909481+00:00,0.00081075
gg24,dev,ChainSafe/bls,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-21T15:39:10.107893+00:00,0.001844
gg24,dev,0xPolygonHermez/pil2-proofman,Verified-zkEVM/clean,Verified-zkEVM/clean,2025-10-21T15:39:10.219351+00:00,0.00119375
gg24,dev,ethstaker/eth-docker,han0110/hash-sig-agg,ethstaker/eth-docker,2025-10-21T15:39:10.368124+00:00,0.0019595
gg24,dev,growthepie/gtp-frontend,Raiders0786/digibastion,Raiders0786/digibastion,2025-10-21T15:39:10.382907+00:00,0.0008175
gg24,dev,evmts/krome,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-21T15:39:10.389935+00:00,0.00119725
gg24,dev,a16z/halmos,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-21T15:39:10.396058+00:00,0.00158925
gg24,dev,0xPolygonHermez/pil2-proofman,otterscan/otterscan,otterscan/otterscan,2025-10-21T15:39:10.445591+00:00,0.00145325
gg24,dev,ethstaker/eth-docker,growthepie/gtp-backend,ethstaker/eth-docker,2025-10-21T15:39:10.502812+00:00,0.0010675
gg24,dev,lighthouse-web3/lighthouse-package,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-21T15:39:10.601652+00:00,0.0020925
gg24,dev,EspressoSystems/jellyfish,keep-starknet-strange/poseidon-rs,EspressoSystems/jellyfish,2025-10-21T15:39:10.746498+00:00,0.0010685
gg24,dev,0xPolygonHermez/pil2-proofman,Commit-Boost/commit-boost-client,Commit-Boost/commit-boost-client,2025-10-21T15:39:10.876550+00:00,0.00119825
gg24,dev,opensource-observer/oso,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T15:39:11.159366+00:00,0.00157575
gg24,dev,DefiLlama/chainlist,valida-xyz/valida,DefiLlama/chainlist,2025-10-21T15:39:11.233888+00:00,0.001705
gg24,dev,w3f/bls,Zokrates/ZoKrates,w3f/bls,2025-10-21T15:39:11.604725+00:00,0.00119125
gg24,dev,Plonky3/Plonky3,rollup-fortress/uncensored,Plonky3/Plonky3,2025-10-21T15:39:11.644442+00:00,0.0008135
gg24,dev,shazow/whatsabi,tlsnotary/tlsn,shazow/whatsabi,2025-10-21T15:39:11.797377+00:00,0.00081275
gg24,dev,otterscan/otterscan,PracticalParticle/Bloxchain-Protocol,otterscan/otterscan,2025-10-21T15:39:11.874225+00:00,0.00094925
gg24,dev,Layr-Labs/devkit-cli,ProjectZKM/Ziren,ProjectZKM/Ziren,2025-10-21T15:39:11.931044+00:00,0.0011995
gg24,dev,ingonyama-zk/poseidon-hash,risc0/risc0-ethereum,risc0/risc0-ethereum,2025-10-21T15:39:11.943935+00:00,0.00145725
gg24,dev,flashbots/rbuilder,Verified-zkEVM/ArkLib,flashbots/rbuilder,2025-10-21T15:39:12.097605+00:00,0.0013245
gg24,dev,boundless-xyz/steel,Verified-zkEVM/ArkLib,Verified-zkEVM/ArkLib,2025-10-21T15:39:12.381637+00:00,0.000683
gg24,dev,OffchainLabs/stylus-sdk-rs,risc0/zirgen,OffchainLabs/stylus-sdk-rs,2025-10-21T15:39:12.487911+00:00,0.00119425
gg24,dev,evmts/krome,Luganodes/Pectra-Batch-Contract,evmts/krome,2025-10-21T15:39:12.695123+00:00,0.00171225
