competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,ethereum-dev,Consensys/gnark-crypto,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-21T15:09:48.301974+00:00,0.0000572
gg24,ethereum-dev,enscribexyz/enscribe,han0110/hash-sig-agg,enscribexyz/enscribe,2025-10-21T15:09:48.302509+00:00,0.0000504
gg24,ethereum-dev,axiom-crypto/openvm-reth-benchmark,qdrvm/qlean-mini,axiom-crypto/openvm-reth-benchmark,2025-10-21T15:09:48.303113+00:00,0.0000517
gg24,ethereum-dev,NethermindEth/latticefold,shutter-network/rolling-shutter,NethermindEth/latticefold,2025-10-21T15:09:48.303656+00:00,0.0000535
gg24,ethereum-dev,beaconlabs-io/muse,shutter-network/rolling-shutter,shutter-network/rolling-shutter,2025-10-21T15:09:48.304168+00:00,0.0000531
gg24,ethereum-dev,risc0/zirgen,valida-xyz/valida,valida-xyz/valida,2025-10-21T15:09:48.304684+00:00,0.0000523
gg24,ethereum-dev,lighthouse-web3/lighthouse-package,ritual-net/infernet-node,ritual-net/infernet-node,2025-10-21T15:09:48.305212+00:00,0.0000534
gg24,ethereum-dev,dewdrip/eth-mobile,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-21T15:09:48.305728+00:00,0.0000516
gg24,ethereum-dev,flashbots/mev-boost-relay,Verified-zkEVM/clean,flashbots/mev-boost-relay,2025-10-21T15:09:48.306235+00:00,0.0000523
gg24,ethereum-dev,joshstevens19/rrelayer,scipr-lab/libsnark,scipr-lab/libsnark,2025-10-21T15:09:49.161349+00:00,0.0000538
gg24,ethereum-dev,evmts/krome,han0110/hash-sig-agg,evmts/krome,2025-10-21T15:09:49.161935+00:00,0.0000521
gg24,ethereum-dev,Cyfrin/aderyn,keep-starknet-strange/garaga,Cyfrin/aderyn,2025-10-21T15:09:49.162483+00:00,0.0000544
gg24,ethereum-dev,growthepie/gtp-backend,wealdtech/ethdo,wealdtech/ethdo,2025-10-21T15:09:49.162998+00:00,0.0000511
gg24,ethereum-dev,NethermindEth/sedge,PolyhedraZK/Expander,NethermindEth/sedge,2025-10-21T15:09:49.163520+00:00,0.0000531
gg24,ethereum-dev,0xPolygonHermez/zisk,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T15:09:49.164025+00:00,0.0000511
gg24,ethereum-dev,keep-starknet-strange/poseidon-rs,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-21T15:09:49.164538+00:00,0.0000540
gg24,ethereum-dev,blockblaz/zeam,holiman/goevmlab,holiman/goevmlab,2025-10-21T15:09:49.165033+00:00,0.0000508
gg24,ethereum-dev,EOA-Blockchain-Labs/ethereumonarm,lighthouse-web3/lighthouse-package,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T15:09:49.165556+00:00,0.0000535
gg24,ethereum-dev,LFDT-web3j/web3j,witnet/elliptic-curve-solidity,LFDT-web3j/web3j,2025-10-21T15:09:49.166064+00:00,0.0000536
gg24,ethereum-dev,beaconlabs-io/muse,herumi/mcl,herumi/mcl,2025-10-21T15:09:49.166568+00:00,0.0000512
gg24,ethereum-dev,han0110/bench-hash-in-snark,ritual-net/infernet-sdk,ritual-net/infernet-sdk,2025-10-21T15:09:49.167068+00:00,0.0000532
gg24,ethereum-dev,boundless-xyz/steel,kamikazebr/owner-sync-safe,boundless-xyz/steel,2025-10-21T15:09:49.167572+00:00,0.0000508
gg24,ethereum-dev,Elefria-Labs/evm-tools,holiman/goevmlab,holiman/goevmlab,2025-10-21T15:09:49.168065+00:00,0.0000509
gg24,ethereum-dev,Jam516/BundleBear,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T15:09:49.168572+00:00,0.0000522
gg24,ethereum-dev,EspressoSystems/hyperplonk,otterscan/otterscan,otterscan/otterscan,2025-10-21T15:09:49.169066+00:00,0.0000516
gg24,ethereum-dev,ConsenSysDiligence/sol-dbg,shutter-network/rolling-shutter,ConsenSysDiligence/sol-dbg,2025-10-21T15:09:49.169584+00:00,0.0000539
gg24,ethereum-dev,EspressoSystems/jellyfish,Lay3rLabs/WAVS,EspressoSystems/jellyfish,2025-10-21T15:09:49.170073+00:00,0.0000522
gg24,ethereum-dev,NethermindEth/Forta-Agents,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T15:09:49.170572+00:00,0.0000537
gg24,ethereum-dev,Verified-zkEVM/iris-lean,Recon-Fuzz/recon-extension,Recon-Fuzz/recon-extension,2025-10-21T15:09:49.171068+00:00,0.0000571
gg24,ethereum-dev,0xPolygonHermez/pil2-proofman,herumi/bls,herumi/bls,2025-10-21T15:09:49.171580+00:00,0.0000506
gg24,ethereum-dev,simplito/elliptic-php,triplewz/poseidon,simplito/elliptic-php,2025-10-21T15:09:49.172073+00:00,0.0000538
gg24,ethereum-dev,attestantio/vouch,brevis-network/Pico-zkCoprocessor,attestantio/vouch,2025-10-21T15:09:49.172575+00:00,0.0000508
gg24,ethereum-dev,matter-labs/solx,succinctlabs/op-succinct,matter-labs/solx,2025-10-21T15:09:49.173068+00:00,0.0000525
gg24,ethereum-dev,stake-house/wagyu-key-gen,tlsnotary/tlsn,tlsnotary/tlsn,2025-10-21T15:09:49.173579+00:00,0.0000511
gg24,ethereum-dev,libp2p/libp2p,taikoxyz/raiko,libp2p/libp2p,2025-10-21T15:09:49.174077+00:00,0.0000548
gg24,ethereum-dev,ithacaxyz/porto,lambdaclass/ethrex,lambdaclass/ethrex,2025-10-21T15:09:49.174567+00:00,0.0000524
gg24,ethereum-dev,NethermindEth/nine,triplewz/poseidon,NethermindEth/nine,2025-10-21T15:09:49.175063+00:00,0.0000510
gg24,ethereum-dev,BootNodeDev/intents-framework,intellij-solidity/intellij-solidity,intellij-solidity/intellij-solidity,2025-10-21T15:09:49.175570+00:00,0.0000528
gg24,ethereum-dev,keep-starknet-strange/poseidon-rs,Lay3rLabs/WAVS,keep-starknet-strange/poseidon-rs,2025-10-21T15:09:49.176057+00:00,0.0000527
gg24,ethereum-dev,arnaucube/poseidon-rs,EOA-Blockchain-Labs/ethereumonarm,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T15:09:49.176554+00:00,0.0000530
gg24,ethereum-dev,arnaucube/poseidon-rs,Rocket-Rescue-Node/rescue-ui,arnaucube/poseidon-rs,2025-10-21T15:09:49.177039+00:00,0.0000519
gg24,ethereum-dev,BootNodeDev/intents-framework,riscv/sail-riscv,BootNodeDev/intents-framework,2025-10-21T15:09:49.177542+00:00,0.0000522
gg24,ethereum-dev,q9f/eth.rb,swiss-knife-xyz/swiss-knife,q9f/eth.rb,2025-10-21T15:09:49.178035+00:00,0.0000532
gg24,ethereum-dev,manojkgorle/brainfuckvm,TobiWo/eth-duties,TobiWo/eth-duties,2025-10-21T15:09:49.178532+00:00,0.0000528
gg24,ethereum-dev,axiom-crypto/axiom-api-cli,DefiLlama/DefiLlama-Adapters,DefiLlama/DefiLlama-Adapters,2025-10-21T15:09:49.179021+00:00,0.0000526
gg24,ethereum-dev,evmts/tevm-monorepo,valida-xyz/valida,evmts/tevm-monorepo,2025-10-21T15:09:49.179518+00:00,0.0000541
gg24,ethereum-dev,Layr-Labs/devkit-cli,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T15:09:49.180007+00:00,0.0000527
gg24,ethereum-dev,ethereum/js-ethereum-cryptography,HorizenLabs/poseidon2,ethereum/js-ethereum-cryptography,2025-10-21T15:09:49.180501+00:00,0.0000512
gg24,ethereum-dev,axiom-crypto/openvm-reth-benchmark,pcaversaccio/safe-tx-hashes-util,pcaversaccio/safe-tx-hashes-util,2025-10-21T15:09:49.180998+00:00,0.0000553
gg24,ethereum-dev,blockblaz/zeam,brevis-network/Pico-zkCoprocessor,blockblaz/zeam,2025-10-21T15:09:49.181498+00:00,0.0000515
gg24,ethereum-dev,ethaccount/SAManager,shutter-network/rolling-shutter,shutter-network/rolling-shutter,2025-10-21T15:09:49.181984+00:00,0.0000530
gg24,ethereum-dev,axiom-crypto/openvm-reth-benchmark,ithacaxyz/porto,ithacaxyz/porto,2025-10-21T15:09:49.182486+00:00,0.0000511
gg24,ethereum-dev,boundless-xyz/steel,Lay3rLabs/WAVS,boundless-xyz/steel,2025-10-21T15:09:49.182972+00:00,0.0000515
gg24,ethereum-dev,ethstaker/eth-docker,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-21T15:09:49.183456+00:00,0.0000527
gg24,ethereum-dev,joshstevens19/rrelayer,Markeljan/web3gpt,joshstevens19/rrelayer,2025-10-21T15:09:49.183949+00:00,0.0000531
gg24,ethereum-dev,AgnopraxLab/D2PFuzz,flashbots/mev-boost,flashbots/mev-boost,2025-10-21T15:09:49.184439+00:00,0.0000545
gg24,ethereum-dev,Verified-zkEVM/iris-lean,ithacaxyz/porto,ithacaxyz/porto,2025-10-21T15:09:49.184927+00:00,0.0000525
gg24,ethereum-dev,ponkila/HomestakerOS,scipr-lab/libsnark,scipr-lab/libsnark,2025-10-21T15:09:49.185424+00:00,0.0000530
gg24,ethereum-dev,han0110/hash-sig-agg,intellij-solidity/intellij-solidity,intellij-solidity/intellij-solidity,2025-10-21T15:09:49.185916+00:00,0.0000521
gg24,ethereum-dev,DexKit/dexkit-monorepo,verifereum/verifereum,verifereum/verifereum,2025-10-21T15:09:49.186411+00:00,0.0000520
gg24,ethereum-dev,growthepie/gtp-dna,risc0/risc0-ethereum,risc0/risc0-ethereum,2025-10-21T15:09:49.186898+00:00,0.0000530
gg24,ethereum-dev,openlabelsinitiative/OLI,TaceoLabs/co-snarks,openlabelsinitiative/OLI,2025-10-21T15:09:49.187385+00:00,0.0000523
gg24,ethereum-dev,opensource-observer/oso,ProjectZKM/zkm-prover,opensource-observer/oso,2025-10-21T15:09:49.187869+00:00,0.0000514
gg24,ethereum-dev,ingonyama-zk/poseidon-hash,valida-xyz/valida,valida-xyz/valida,2025-10-21T15:09:49.188374+00:00,0.0000543
gg24,ethereum-dev,ChainSafe/bls,ethstaker/ethstaker-deposit-cli,ChainSafe/bls,2025-10-21T15:09:49.188879+00:00,0.0000525
gg24,ethereum-dev,edb-rs/edb,evmts/guillotine,edb-rs/edb,2025-10-21T15:09:49.189373+00:00,0.0000518
gg24,ethereum-dev,dusk-network/Poseidon252,openvm-org/openvm,openvm-org/openvm,2025-10-21T15:09:49.189861+00:00,0.0000536
gg24,ethereum-dev,evmts/tevm-monorepo,lambdaclass/lambdaworks,lambdaclass/lambdaworks,2025-10-21T15:09:49.190359+00:00,0.0000557
gg24,ethereum-dev,CryptoExperts/poseidon,lighthouse-web3/lighthouse-package,lighthouse-web3/lighthouse-package,2025-10-21T15:09:49.190837+00:00,0.0000502
gg24,ethereum-dev,brevis-network/Pico-zkCoprocessor,openvm-org/stark-backend,openvm-org/stark-backend,2025-10-21T15:09:49.191350+00:00,0.0000523
gg24,ethereum-dev,openvm-org/stark-backend,otterscan/otterscan,otterscan/otterscan,2025-10-21T15:09:49.191835+00:00,0.0000531
gg24,ethereum-dev,EspressoSystems/hyperplonk,herumi/mcl,herumi/mcl,2025-10-21T15:09:49.192323+00:00,0.0000501
gg24,ethereum-dev,evmts/tevm-monorepo,intellij-solidity/intellij-solidity,intellij-solidity/intellij-solidity,2025-10-21T15:09:49.192808+00:00,0.0000537
gg24,ethereum-dev,dusk-network/Poseidon252,Layr-Labs/eigenx-cli,dusk-network/Poseidon252,2025-10-21T15:09:49.193291+00:00,0.0000536
gg24,ethereum-dev,ethereum/js-ethereum-cryptography,serenita-org/vero,ethereum/js-ethereum-cryptography,2025-10-21T15:09:49.193788+00:00,0.0000533
gg24,ethereum-dev,EspressoSystems/jellyfish,openintentsframework/oif-contracts,EspressoSystems/jellyfish,2025-10-21T15:09:49.194280+00:00,0.0000536
gg24,ethereum-dev,powdr-labs/powdr,TobiWo/eth-duties,powdr-labs/powdr,2025-10-21T15:09:49.194774+00:00,0.0000529
gg24,ethereum-dev,NethermindEth/sedge,ProjectZKM/Ziren,NethermindEth/sedge,2025-10-21T15:09:49.195260+00:00,0.0000538
gg24,ethereum-dev,DefiLlama/chainlist,Verified-zkEVM/clean,DefiLlama/chainlist,2025-10-21T15:09:49.195758+00:00,0.0000502
gg24,ethereum-dev,stake-house/eth-wizard,w3f/bls,stake-house/eth-wizard,2025-10-21T15:09:49.196245+00:00,0.0000510
gg24,ethereum-dev,circuitscan/circuitscan,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T15:09:49.196734+00:00,0.0000505
gg24,ethereum-dev,evmts/krome,0xPolygonHermez/zisk-eth-client,evmts/krome,2025-10-21T15:09:49.197218+00:00,0.0000523
gg24,ethereum-dev,0xMiden/miden-vm,dappnode/DAppNode,0xMiden/miden-vm,2025-10-21T15:09:49.197705+00:00,0.0000520
gg24,ethereum-dev,0xPolygonHermez/zisk-eth-client,corpus-core/colibri-stateless,corpus-core/colibri-stateless,2025-10-21T15:09:49.198193+00:00,0.0000522
gg24,ethereum-dev,arkworks-rs/r1cs-std,witnet/elliptic-curve-solidity,arkworks-rs/r1cs-std,2025-10-21T15:09:49.198683+00:00,0.0000536
gg24,ethereum-dev,ethui/ethui,evmts/tevm-monorepo,evmts/tevm-monorepo,2025-10-21T15:09:49.199158+00:00,0.0000522
gg24,ethereum-dev,evmts/guillotine,migalabs/goteth,evmts/guillotine,2025-10-21T15:09:49.199655+00:00,0.0000526
gg24,ethereum-dev,Blobscan/blobscan,iden3/snarkjs,iden3/snarkjs,2025-10-21T15:09:49.200140+00:00,0.0000515
gg24,ethereum-dev,ethgas-developer/ethgas-preconf-commit-boost-module,wealdtech/ethereal,wealdtech/ethereal,2025-10-21T15:09:49.200631+00:00,0.0000530
gg24,ethereum-dev,DefiLlama/DefiLlama-Adapters,shazow/whatsabi,shazow/whatsabi,2025-10-21T15:09:49.201115+00:00,0.0000533
gg24,ethereum-dev,joshstevens19/rrelayer,NethermindEth/latticefold,joshstevens19/rrelayer,2025-10-21T15:09:49.201602+00:00,0.0000535
gg24,ethereum-dev,NethermindEth/Forta-Agents,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-21T15:09:49.202097+00:00,0.0000587
gg24,ethereum-dev,indutny/elliptic,Verified-zkEVM/clean,indutny/elliptic,2025-10-21T15:09:49.202583+00:00,0.0000508
gg24,ethereum-dev,axiom-crypto/snark-verifier,ritual-net/infernet-node,ritual-net/infernet-node,2025-10-21T15:09:49.203069+00:00,0.0000523
gg24,ethereum-dev,Jam516/BundleBear,lurk-lab/neptune-triton,Jam516/BundleBear,2025-10-21T15:09:49.203561+00:00,0.0000528
gg24,ethereum-dev,indutny/elliptic,lambdaclass/ethrex,indutny/elliptic,2025-10-21T15:09:49.204043+00:00,0.0000523
gg24,ethereum-dev,circuitscan/circuitscan,herumi/mcl,herumi/mcl,2025-10-21T15:09:49.204530+00:00,0.0000503
gg24,ethereum-dev,DefiLlama/DefiLlama-Adapters,ephemery-testnet/ephemery-genesis,DefiLlama/DefiLlama-Adapters,2025-10-21T15:09:49.205018+00:00,0.0000525
gg24,ethereum-dev,han0110/bench-hash-in-snark,ReamLabs/ream,ReamLabs/ream,2025-10-21T15:09:49.205503+00:00,0.0000520
gg24,ethereum-dev,DefiLlama/chainlist,ethereum-attestation-service/eas-contracts,DefiLlama/chainlist,2025-10-21T15:09:49.205986+00:00,0.0000518
gg24,ethereum-dev,NethermindEth/Forta-Agents,triplewz/poseidon,NethermindEth/Forta-Agents,2025-10-21T15:09:49.206475+00:00,0.0000522
gg24,ethereum-dev,EspressoSystems/hyperplonk,openvm-org/stark-backend,EspressoSystems/hyperplonk,2025-10-21T15:09:49.206961+00:00,0.0000510
gg24,ethereum-dev,Certora/CertoraProver,qdrvm/qlean-mini,Certora/CertoraProver,2025-10-21T15:09:49.207454+00:00,0.0000546
gg24,ethereum-dev,PracticalParticle/Bloxchain-Protocol,TrueBlocks/trueblocks-core,TrueBlocks/trueblocks-core,2025-10-21T15:09:49.207944+00:00,0.0000549
gg24,ethereum-dev,Elefria-Labs/evm-tools,risc0/zirgen,risc0/zirgen,2025-10-21T15:09:49.208439+00:00,0.0000512
gg24,ethereum-dev,0xPolygonHermez/zisk-eth-client,verifereum/verifereum,verifereum/verifereum,2025-10-21T15:09:49.208928+00:00,0.0000522
gg24,ethereum-dev,kamikazebr/owner-sync-safe,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T15:09:49.209416+00:00,0.0000522
gg24,ethereum-dev,joshstevens19/rrelayer,Rocket-Rescue-Node/rescue-ui,joshstevens19/rrelayer,2025-10-21T15:09:49.209904+00:00,0.0000535
gg24,ethereum-dev,Blobscan/blobscan,manojkgorle/brainfuckvm,Blobscan/blobscan,2025-10-21T15:09:49.210399+00:00,0.0000522
gg24,ethereum-dev,ethlimo/dweb-proxy-api,ProjectZKM/zkm-prover,ProjectZKM/zkm-prover,2025-10-21T15:09:49.210880+00:00,0.0000526
gg24,ethereum-dev,NethermindEth/latticefold,PolyhedraZK/Expander,PolyhedraZK/Expander,2025-10-21T15:09:49.211368+00:00,0.0000528
gg24,ethereum-dev,NethermindEth/latticefold,Rocket-Rescue-Node/rescue-ui,NethermindEth/latticefold,2025-10-21T15:09:49.211851+00:00,0.0000525
gg24,ethereum-dev,0xandee/noir-playground,ethereum/py_ecc,ethereum/py_ecc,2025-10-21T15:09:49.212332+00:00,0.0000530
gg24,ethereum-dev,Cyfrin/aderyn,ethaccount/SAManager,Cyfrin/aderyn,2025-10-21T15:09:49.212814+00:00,0.0000518
gg24,ethereum-dev,iden3/snarkjs,Recon-Fuzz/recon-extension,iden3/snarkjs,2025-10-21T15:09:49.213310+00:00,0.0000561
gg24,ethereum-dev,ingonyama-zk/poseidon-hash,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-21T15:09:49.213803+00:00,0.0000594
gg24,ethereum-dev,lurk-lab/neptune-triton,ritual-net/infernet-node,ritual-net/infernet-node,2025-10-21T15:09:49.214289+00:00,0.0000546
gg24,ethereum-dev,ethaccount/SAManager,Lightprotocol/light-poseidon,Lightprotocol/light-poseidon,2025-10-21T15:09:49.214776+00:00,0.0000513
gg24,ethereum-dev,Cyfrin/aderyn,growthepie/gtp-dna,Cyfrin/aderyn,2025-10-21T15:09:49.215258+00:00,0.0000519
gg24,ethereum-dev,iden3/circomlib,lambdaclass/cairo_native,iden3/circomlib,2025-10-21T15:09:49.215754+00:00,0.0000532
gg24,ethereum-dev,succinctlabs/op-succinct,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-21T15:09:49.216237+00:00,0.0000529
gg24,ethereum-dev,3loop/loop-decoder,migalabs/armiarma,3loop/loop-decoder,2025-10-21T15:09:49.216726+00:00,0.0000537
gg24,ethereum-dev,Layr-Labs/eigenx-cli,NethermindEth/sedge,NethermindEth/sedge,2025-10-21T15:09:49.217208+00:00,0.0000530
gg24,ethereum-dev,b-wagn/hash-sig,Pier-Two/Lantern.Discv5,b-wagn/hash-sig,2025-10-21T15:09:49.217693+00:00,0.0000548
gg24,ethereum-dev,evmts/guillotine,OpenZeppelin/openzeppelin-relayer,evmts/guillotine,2025-10-21T15:09:49.218177+00:00,0.0000519
gg24,ethereum-dev,enscribexyz/enscribe,HorizenLabs/poseidon2,HorizenLabs/poseidon2,2025-10-21T15:09:49.218672+00:00,0.0000492
gg24,ethereum-dev,OffchainLabs/stylus-sdk-rs,supranational/blst,supranational/blst,2025-10-21T15:09:49.219156+00:00,0.0000528
gg24,ethereum-dev,ethui/ethui,joshstevens19/rrelayer,ethui/ethui,2025-10-21T15:09:49.219640+00:00,0.0000520
gg24,ethereum-dev,han0110/bench-hash-in-snark,wealdtech/ethereal,wealdtech/ethereal,2025-10-21T15:09:49.220127+00:00,0.0000511
gg24,ethereum-dev,EspressoSystems/jellyfish,OpenZeppelin/openzeppelin-relayer,EspressoSystems/jellyfish,2025-10-21T15:09:49.220609+00:00,0.0000522
gg24,ethereum-dev,CryptoExperts/poseidon,DefiLlama/DefiLlama-Adapters,DefiLlama/DefiLlama-Adapters,2025-10-21T15:09:49.221091+00:00,0.0000504
gg24,ethereum-dev,lighthouse-web3/lighthouse-package,pcaversaccio/snekmate,pcaversaccio/snekmate,2025-10-21T15:09:49.221589+00:00,0.0000539
gg24,ethereum-dev,axiom-crypto/snark-verifier,flashbots/rbuilder,flashbots/rbuilder,2025-10-21T15:09:49.222078+00:00,0.0000518
gg24,ethereum-dev,arkworks-rs/r1cs-std,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-21T15:09:49.222557+00:00,0.0000535
gg24,ethereum-dev,axiom-crypto/snark-verifier,flashbots/mev-boost,flashbots/mev-boost,2025-10-21T15:09:49.223034+00:00,0.0000521
gg24,ethereum-dev,circuitscan/circuitscan,dusk-network/Poseidon252,dusk-network/Poseidon252,2025-10-21T15:09:49.223516+00:00,0.0000521
gg24,ethereum-dev,ethgas-developer/ethgas-preconf-commit-boost-module,growthepie/gtp-frontend,growthepie/gtp-frontend,2025-10-21T15:09:49.223996+00:00,0.0000543
gg24,ethereum-dev,0xMiden/miden-vm,edb-rs/edb,0xMiden/miden-vm,2025-10-21T15:09:49.224476+00:00,0.0000520
gg24,ethereum-dev,succinctlabs/sp1,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-21T15:09:49.224951+00:00,0.0000530
gg24,ethereum-dev,herumi/bls,openintentsframework/oif-solver,herumi/bls,2025-10-21T15:09:49.225437+00:00,0.0000515
gg24,ethereum-dev,lambdaclass/lambdaworks,lurk-lab/neptune-triton,lambdaclass/lambdaworks,2025-10-21T15:09:49.225921+00:00,0.0000556
gg24,ethereum-dev,axiom-crypto/openvm-reth-benchmark,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T15:09:49.226405+00:00,0.0000526
gg24,ethereum-dev,herumi/mcl,taikoxyz/raiko,herumi/mcl,2025-10-21T15:09:49.226886+00:00,0.0000533
gg24,ethereum-dev,ChainSafe/bls,migalabs/armiarma,ChainSafe/bls,2025-10-21T15:09:49.227385+00:00,0.0000535
gg24,ethereum-dev,risc0/RustCrypto-elliptic-curves,TobiWo/eth-duties,risc0/RustCrypto-elliptic-curves,2025-10-21T15:09:49.227867+00:00,0.0000547
gg24,ethereum-dev,flashbots/relay-specs,Markeljan/web3gpt,flashbots/relay-specs,2025-10-21T15:09:49.228346+00:00,0.0000512
gg24,ethereum-dev,openintentsframework/oif-solver,Verified-zkEVM/ArkLib,Verified-zkEVM/ArkLib,2025-10-21T15:09:49.228824+00:00,0.0000535
gg24,ethereum-dev,deficollective/defiscan,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T15:09:49.229310+00:00,0.0000515
gg24,ethereum-dev,0xFacet/facet-node,ethui/ethui,ethui/ethui,2025-10-21T15:09:49.229792+00:00,0.0000493
gg24,ethereum-dev,Layr-Labs/eigenx-cli,verifereum/verifereum,verifereum/verifereum,2025-10-21T15:09:49.230275+00:00,0.0000526
gg24,ethereum-dev,openlabelsinitiative/OLI,ritual-net/infernet-sdk,ritual-net/infernet-sdk,2025-10-21T15:09:49.230754+00:00,0.0000518
gg24,ethereum-dev,wealdtech/ethereal,wighawag/clones-with-immutable-args,wealdtech/ethereal,2025-10-21T15:09:49.231239+00:00,0.0000510
gg24,ethereum-dev,Luganodes/Pectra-Batch-Contract,migalabs/goteth,migalabs/goteth,2025-10-21T15:09:49.231736+00:00,0.0000553
gg24,ethereum-dev,boundless-xyz/steel,matter-labs/solx,matter-labs/solx,2025-10-21T15:09:49.232213+00:00,0.0000510
gg24,ethereum-dev,evmts/guillotine,Luganodes/Pectra-Batch-Contract,evmts/guillotine,2025-10-21T15:09:49.232705+00:00,0.0000548
gg24,ethereum-dev,ephemery-testnet/ephemery-genesis,ethui/ethui,ethui/ethui,2025-10-21T15:09:49.233187+00:00,0.0000509
gg24,ethereum-dev,dappnode/DAppNode,ephemery-testnet/ephemery-genesis,dappnode/DAppNode,2025-10-21T15:09:49.233674+00:00,0.0000519
gg24,ethereum-dev,lighthouse-web3/lighthouse-package,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T15:09:49.234152+00:00,0.0000518
